COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,H_FEMALE,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
Whitley County,235,13072,Barack Obama,2683,1,169,Mitt Romney,10232,1,Kentucky,21,10.7,Mitt Romney,republican,1,2012,201221235
Wolfe County,237,2559,Barack Obama,976,1,18,Mitt Romney,1542,1,Kentucky,21,14.2,Mitt Romney,republican,1,2012,201221237
Woodford County,239,12332,Barack Obama,4883,1,694,Mitt Romney,7219,1,Kentucky,21,5.4,Mitt Romney,republican,1,2012,201221239
Acadia Parish,1,26835,Barack Obama,6560,1,393,Mitt Romney,19931,1,Louisiana,22,6,Mitt Romney,republican,1,2012,201222001
Allen Parish,3,9307,Barack Obama,2617,1,173,Mitt Romney,6495,1,Louisiana,22,8,Mitt Romney,republican,1,2012,201222003
Ascension Parish,5,51073,Barack Obama,16349,1,2259,Mitt Romney,33856,1,Louisiana,22,6.1,Mitt Romney,republican,1,2012,201222005
Assumption Parish,7,10992,Barack Obama,4754,1,206,Mitt Romney,6083,1,Louisiana,22,9.7,Mitt Romney,republican,1,2012,201222007
Avoyelles Parish,9,17032,Barack Obama,6077,1,310,Mitt Romney,10670,1,Louisiana,22,7.6,Mitt Romney,republican,1,2012,201222009
Beauregard Parish,11,14225,Barack Obama,2828,1,510,Mitt Romney,11112,1,Louisiana,22,7.5,Mitt Romney,republican,1,2012,201222011
Bienville Parish,13,7203,Barack Obama,3490,1,95,Mitt Romney,3641,1,Louisiana,22,9,Mitt Romney,republican,1,2012,201222013
Bossier Parish,15,48562,Barack Obama,12956,1,3110,Mitt Romney,34988,1,Louisiana,22,5.8,Mitt Romney,republican,1,2012,201222015
Caddo Parish,17,111765,Barack Obama,58042,1,2857,Mitt Romney,52459,1,Louisiana,22,7.7,Barack Obama,democrat,0,2012,201222017
Calcasieu Parish,19,81726,Barack Obama,28359,1,2385,Mitt Romney,51850,1,Louisiana,22,6.9,Mitt Romney,republican,1,2012,201222019
Caldwell Parish,21,4716,Barack Obama,1016,1,99,Mitt Romney,3640,1,Louisiana,22,8.7,Mitt Romney,republican,1,2012,201222021
Cameron Parish,23,3744,Barack Obama,408,1,94,Mitt Romney,3260,1,Louisiana,22,5.2,Mitt Romney,republican,1,2012,201222023
Catahoula Parish,25,4193,Barack Obama,1408,1,41,Mitt Romney,2744,1,Louisiana,22,8.9,Mitt Romney,republican,1,2012,201222025
Claiborne Parish,27,6732,Barack Obama,3014,1,89,Mitt Romney,3649,1,Louisiana,22,7.4,Mitt Romney,republican,1,2012,201222027
Concordia Parish,29,9380,Barack Obama,3833,1,90,Mitt Romney,5450,1,Louisiana,22,8.8,Mitt Romney,republican,1,2012,201222029
De Soto Parish,31,13051,Barack Obama,5553,1,329,Mitt Romney,7353,1,Louisiana,22,9,Mitt Romney,republican,1,2012,201222031
East Baton Rouge Parish,33,198171,Barack Obama,102656,1,7079,Mitt Romney,92292,1,Louisiana,22,6.7,Barack Obama,democrat,0,2012,201222033
East Carroll Parish,35,4008,Barack Obama,2478,1,58,Mitt Romney,1508,1,Louisiana,22,20,Barack Obama,democrat,0,2012,201222035
East Feliciana Parish,37,10209,Barack Obama,4648,1,85,Mitt Romney,5397,1,Louisiana,22,7.5,Mitt Romney,republican,1,2012,201222037
Evangeline Parish,39,15770,Barack Obama,5330,1,207,Mitt Romney,10181,1,Louisiana,22,7.4,Mitt Romney,republican,1,2012,201222039
Franklin Parish,41,9336,Barack Obama,2921,1,93,Mitt Romney,6294,1,Louisiana,22,10.4,Mitt Romney,republican,1,2012,201222041
Grant Parish,43,8667,Barack Obama,1422,1,143,Mitt Romney,7082,1,Louisiana,22,7.9,Mitt Romney,republican,1,2012,201222043
Iberia Parish,45,33397,Barack Obama,12132,1,1011,Mitt Romney,20892,1,Louisiana,22,6.8,Mitt Romney,republican,1,2012,201222045
Iberville Parish,47,17014,Barack Obama,9548,1,285,Mitt Romney,7271,1,Louisiana,22,9.4,Barack Obama,democrat,0,2012,201222047
Jackson Parish,49,7529,Barack Obama,2305,1,104,Mitt Romney,5132,1,Louisiana,22,6.8,Mitt Romney,republican,1,2012,201222049
Jefferson Parish,51,176343,Barack Obama,70384,1,25042,Mitt Romney,102536,1,Louisiana,22,6.7,Mitt Romney,republican,1,2012,201222051
Jefferson Davis Parish,53,13734,Barack Obama,3484,1,236,Mitt Romney,10014,1,Louisiana,22,6.5,Mitt Romney,republican,1,2012,201222053
Lafayette Parish,55,98642,Barack Obama,31768,1,3801,Mitt Romney,64992,1,Louisiana,22,5,Mitt Romney,republican,1,2012,201222055
Lafourche Parish,57,39075,Barack Obama,9623,1,1537,Mitt Romney,28592,1,Louisiana,22,5.3,Mitt Romney,republican,1,2012,201222057
LaSalle Parish,59,6572,Barack Obama,764,1,79,Mitt Romney,5726,1,Louisiana,22,5.1,Mitt Romney,republican,1,2012,201222059
Lincoln Parish,61,18993,Barack Obama,7956,1,482,Mitt Romney,10739,1,Louisiana,22,8.6,Mitt Romney,republican,1,2012,201222061
Livingston Parish,63,54062,Barack Obama,7451,1,1745,Mitt Romney,45513,1,Louisiana,22,6.4,Mitt Romney,republican,1,2012,201222063
Madison Parish,65,5187,Barack Obama,3154,1,101,Mitt Romney,2000,1,Louisiana,22,12.1,Barack Obama,democrat,0,2012,201222065
Morehouse Parish,67,12614,Barack Obama,5888,1,106,Mitt Romney,6591,1,Louisiana,22,13,Mitt Romney,republican,1,2012,201222067
Natchitoches Parish,69,17258,Barack Obama,7942,1,398,Mitt Romney,9077,1,Louisiana,22,8.9,Mitt Romney,republican,1,2012,201222069
Orleans Parish,71,157813,Barack Obama,126722,1,7860,Mitt Romney,28003,1,Louisiana,22,7.9,Barack Obama,democrat,0,2012,201222071
Ouachita Parish,73,68474,Barack Obama,26645,1,1288,Mitt Romney,40948,1,Louisiana,22,7.7,Mitt Romney,republican,1,2012,201222073
Plaquemines Parish,75,10239,Barack Obama,3599,1,534,Mitt Romney,6471,1,Louisiana,22,5.9,Mitt Romney,republican,1,2012,201222075
Pointe Coupee Parish,77,12147,Barack Obama,5436,1,223,Mitt Romney,6548,1,Louisiana,22,8.2,Mitt Romney,republican,1,2012,201222077
Rapides Parish,79,58019,Barack Obama,20045,1,1551,Mitt Romney,37193,1,Louisiana,22,7,Mitt Romney,republican,1,2012,201222079
Red River Parish,81,4807,Barack Obama,2253,1,46,Mitt Romney,2483,1,Louisiana,22,7.3,Mitt Romney,republican,1,2012,201222081
Richland Parish,83,9329,Barack Obama,3387,1,158,Mitt Romney,5846,1,Louisiana,22,9.7,Mitt Romney,republican,1,2012,201222083
Sabine Parish,85,10053,Barack Obama,2194,1,400,Mitt Romney,7738,1,Louisiana,22,7,Mitt Romney,republican,1,2012,201222085
St. Bernard Parish,87,13955,Barack Obama,5059,1,1493,Mitt Romney,8501,1,Louisiana,22,8,Mitt Romney,republican,1,2012,201222087
St. Charles Parish,89,25333,Barack Obama,8896,1,1277,Mitt Romney,15937,1,Louisiana,22,6.6,Mitt Romney,republican,1,2012,201222089
St. Helena Parish,91,6394,Barack Obama,3780,1,47,Mitt Romney,2529,1,Louisiana,22,12.1,Barack Obama,democrat,0,2012,201222091
St. James Parish,93,12395,Barack Obama,7059,1,116,Mitt Romney,5209,1,Louisiana,22,10.1,Barack Obama,democrat,0,2012,201222093
St. John the Baptist Parish,95,21123,Barack Obama,13179,1,1036,Mitt Romney,7620,1,Louisiana,22,9.3,Barack Obama,democrat,0,2012,201222095
St. Landry Parish,97,41647,Barack Obama,19668,1,634,Mitt Romney,21475,1,Louisiana,22,8.3,Mitt Romney,republican,1,2012,201222097
St. Martin Parish,99,25433,Barack Obama,9422,1,494,Mitt Romney,15653,1,Louisiana,22,6.2,Mitt Romney,republican,1,2012,201222099
St. Mary Parish,101,23640,Barack Obama,9450,1,1131,Mitt Romney,13885,1,Louisiana,22,7.5,Mitt Romney,republican,1,2012,201222101
St. Tammany Parish,103,112902,Barack Obama,25728,1,5304,Mitt Romney,84723,1,Louisiana,22,5.9,Mitt Romney,republican,1,2012,201222103
Tangipahoa Parish,105,50099,Barack Obama,17722,1,1854,Mitt Romney,31590,1,Louisiana,22,8.5,Mitt Romney,republican,1,2012,201222105
Tensas Parish,107,2812,Barack Obama,1564,1,28,Mitt Romney,1230,1,Louisiana,22,10.8,Barack Obama,democrat,0,2012,201222107
Terrebonne Parish,109,42341,Barack Obama,12074,1,1806,Mitt Romney,29503,1,Louisiana,22,5.3,Mitt Romney,republican,1,2012,201222109
Union Parish,111,10766,Barack Obama,3075,1,434,Mitt Romney,7561,1,Louisiana,22,8.3,Mitt Romney,republican,1,2012,201222111
Vermilion Parish,113,24987,Barack Obama,5720,1,710,Mitt Romney,18910,1,Louisiana,22,5.7,Mitt Romney,republican,1,2012,201222113
Vernon Parish,115,15610,Barack Obama,3173,1,1778,Mitt Romney,12150,1,Louisiana,22,8.3,Mitt Romney,republican,1,2012,201222115
Washington Parish,117,18581,Barack Obama,6466,1,377,Mitt Romney,11798,1,Louisiana,22,8.8,Mitt Romney,republican,1,2012,201222117
Webster Parish,119,18416,Barack Obama,6802,1,308,Mitt Romney,11400,1,Louisiana,22,9.6,Mitt Romney,republican,1,2012,201222119
West Baton Rouge Parish,121,12774,Barack Obama,5692,1,222,Mitt Romney,6922,1,Louisiana,22,6.9,Mitt Romney,republican,1,2012,201222121
West Carroll Parish,123,4548,Barack Obama,853,1,115,Mitt Romney,3628,1,Louisiana,22,13.6,Mitt Romney,republican,1,2012,201222123
West Feliciana Parish,125,5777,Barack Obama,2441,1,99,Mitt Romney,3257,1,Louisiana,22,6.1,Mitt Romney,republican,1,2012,201222125
Winn Parish,127,6534,Barack Obama,1919,1,87,Mitt Romney,4541,1,Louisiana,22,8.5,Mitt Romney,republican,1,2012,201222127
Androscoggin County,1,52862,Barack Obama,28989,0,848,Mitt Romney,22232,-1,Maine,23,7.7,Barack Obama,democrat,0,2012,201223001
Aroostook County,3,33860,Barack Obama,17777,0,296,Mitt Romney,15196,-1,Maine,23,9.3,Barack Obama,democrat,0,2012,201223003
Cumberland County,5,163786,Barack Obama,101950,0,2457,Mitt Romney,57821,-1,Maine,23,6,Barack Obama,democrat,0,2012,201223005
Franklin County,7,16282,Barack Obama,9367,0,169,Mitt Romney,6369,-1,Maine,23,8.7,Barack Obama,democrat,0,2012,201223007
Hancock County,9,30799,Barack Obama,17569,0,308,Mitt Romney,12324,-1,Maine,23,8.7,Barack Obama,democrat,0,2012,201223009
Kennebec County,11,63497,Barack Obama,35068,0,768,Mitt Romney,26519,-1,Maine,23,7.2,Barack Obama,democrat,0,2012,201223011
Knox County,13,22067,Barack Obama,13223,0,161,Mitt Romney,8248,-1,Maine,23,6.9,Barack Obama,democrat,0,2012,201223013
Lincoln County,15,20757,Barack Obama,11315,0,145,Mitt Romney,8899,-1,Maine,23,7.3,Barack Obama,democrat,0,2012,201223015
Oxford County,17,29420,Barack Obama,16330,0,294,Mitt Romney,11996,-1,Maine,23,9.7,Barack Obama,democrat,0,2012,201223017
Penobscot County,19,77306,Barack Obama,38811,0,819,Mitt Romney,36547,-1,Maine,23,7.8,Barack Obama,democrat,0,2012,201223019
Piscataquis County,21,8955,Barack Obama,4149,0,85,Mitt Romney,4530,-1,Maine,23,9.5,Mitt Romney,republican,1,2012,201223021
Sagadahoc County,23,20794,Barack Obama,11821,0,235,Mitt Romney,8429,-1,Maine,23,6.6,Barack Obama,democrat,0,2012,201223023
Somerset County,25,24787,Barack Obama,12216,0,200,Mitt Romney,11800,-1,Maine,23,10,Barack Obama,democrat,0,2012,201223025
Waldo County,27,21061,Barack Obama,11296,0,186,Mitt Romney,9058,-1,Maine,23,8.3,Barack Obama,democrat,0,2012,201223027
Washington County,29,15836,Barack Obama,7803,0,225,Mitt Romney,7550,-1,Maine,23,10.3,Barack Obama,democrat,0,2012,201223029
York County,31,108057,Barack Obama,61551,0,1267,Mitt Romney,43900,-1,Maine,23,6.9,Barack Obama,democrat,0,2012,201223031
Allegany County,1,29850,Barack Obama,9805,0,358,Mitt Romney,19230,0,Maryland,24,8.9,Mitt Romney,republican,1,2012,201224001
Anne Arundel County,3,260155,Barack Obama,126635,0,15763,Mitt Romney,126832,0,Maryland,24,6,Mitt Romney,republican,1,2012,201224003
Baltimore County,5,384782,Barack Obama,220322,0,16374,Mitt Romney,154908,0,Maryland,24,7.4,Barack Obama,democrat,0,2012,201224005
Calvert County,9,45518,Barack Obama,20529,0,1262,Mitt Romney,23952,0,Maryland,24,6.3,Mitt Romney,republican,1,2012,201224009
Caroline County,11,13357,Barack Obama,4970,0,776,Mitt Romney,8098,0,Maryland,24,7.7,Mitt Romney,republican,1,2012,201224011
Carroll County,13,87536,Barack Obama,27939,0,2038,Mitt Romney,56761,0,Maryland,24,5.9,Mitt Romney,republican,1,2012,201224013
Cecil County,15,42480,Barack Obama,16557,0,1532,Mitt Romney,24806,0,Maryland,24,8.3,Mitt Romney,republican,1,2012,201224015
Charles County,17,75222,Barack Obama,48774,0,3219,Mitt Romney,25178,0,Maryland,24,6.7,Barack Obama,democrat,0,2012,201224017
Dorchester County,19,15444,Barack Obama,7257,0,556,Mitt Romney,7976,0,Maryland,24,10.8,Mitt Romney,republican,1,2012,201224019
Frederick County,21,117115,Barack Obama,55146,0,8384,Mitt Romney,58798,0,Maryland,24,6.1,Mitt Romney,republican,1,2012,201224021
Garrett County,23,13157,Barack Obama,3124,0,108,Mitt Romney,9743,0,Maryland,24,8.3,Mitt Romney,republican,1,2012,201224023
Harford County,25,125954,Barack Obama,49729,0,4145,Mitt Romney,72911,0,Maryland,24,6.9,Mitt Romney,republican,1,2012,201224025
Howard County,27,153108,Barack Obama,91393,0,8265,Mitt Romney,57758,0,Maryland,24,5,Barack Obama,democrat,0,2012,201224027
Kent County,29,9904,Barack Obama,4842,0,371,Mitt Romney,4870,0,Maryland,24,7.6,Mitt Romney,republican,1,2012,201224029
Montgomery County,31,455992,Barack Obama,323400,0,83127,Mitt Romney,123353,0,Maryland,24,5.2,Barack Obama,democrat,0,2012,201224031
Prince George's County,33,387744,Barack Obama,347938,0,59148,Mitt Romney,35734,0,Maryland,24,7.3,Barack Obama,democrat,0,2012,201224033
Queen Anne's County,35,24888,Barack Obama,8556,0,682,Mitt Romney,15823,0,Maryland,24,6.3,Mitt Romney,republican,1,2012,201224035
St. Mary's County,37,47824,Barack Obama,19711,0,1990,Mitt Romney,26797,0,Maryland,24,6.2,Mitt Romney,republican,1,2012,201224037
Somerset County,39,10399,Barack Obama,5240,0,450,Mitt Romney,5042,0,Maryland,24,11.3,Barack Obama,democrat,0,2012,201224039
Talbot County,41,20459,Barack Obama,8808,0,962,Mitt Romney,11339,0,Maryland,24,7.2,Mitt Romney,republican,1,2012,201224041
Washington County,43,62755,Barack Obama,25042,0,2477,Mitt Romney,36074,0,Maryland,24,7.8,Mitt Romney,republican,1,2012,201224043
Wicomico County,45,42259,Barack Obama,19635,0,2033,Mitt Romney,21764,0,Maryland,24,9.4,Mitt Romney,republican,1,2012,201224045
Worcester County,47,27420,Barack Obama,11014,0,748,Mitt Romney,15951,0,Maryland,24,12.9,Mitt Romney,republican,1,2012,201224047
Baltimore city,510,254005,Barack Obama,221478,0,11655,Mitt Romney,28171,0,Maryland,24,10.2,Barack Obama,democrat,0,2012,201224510
Barnstable County,1,133115,Barack Obama,70822,0,2274,Mitt Romney,60446,-1,Massachusetts,25,8.5,Barack Obama,democrat,0,2012,201225001
Berkshire County,3,64486,Barack Obama,48843,0,2265,Mitt Romney,14252,-1,Massachusetts,25,7.4,Barack Obama,democrat,0,2012,201225003
Bristol County,5,241509,Barack Obama,142962,0,16646,Mitt Romney,93752,-1,Massachusetts,25,8.7,Barack Obama,democrat,0,2012,201225005
Dukes County,7,10968,Barack Obama,7978,0,186,Mitt Romney,2792,-1,Massachusetts,25,8.8,Barack Obama,democrat,0,2012,201225007
Essex County,9,366357,Barack Obama,210302,0,63735,Mitt Romney,150480,-1,Massachusetts,25,7.1,Barack Obama,democrat,0,2012,201225009
Franklin County,11,37758,Barack Obama,27072,0,1092,Mitt Romney,9344,-1,Massachusetts,25,6.1,Barack Obama,democrat,0,2012,201225011
Hampden County,13,200399,Barack Obama,123619,0,51300,Mitt Romney,73392,-1,Massachusetts,25,8.6,Barack Obama,democrat,0,2012,201225013
Hampshire County,15,81621,Barack Obama,57359,0,4099,Mitt Romney,21480,-1,Massachusetts,25,5.8,Barack Obama,democrat,0,2012,201225015
Middlesex County,17,754170,Barack Obama,471804,0,49569,Mitt Romney,267321,-1,Massachusetts,25,5.4,Barack Obama,democrat,0,2012,201225017
Nantucket County,19,6120,Barack Obama,3830,0,394,Mitt Romney,2187,-1,Massachusetts,25,7.8,Barack Obama,democrat,0,2012,201225019
Norfolk County,21,356523,Barack Obama,202714,0,11513,Mitt Romney,148393,-1,Massachusetts,25,5.7,Barack Obama,democrat,0,2012,201225021
Plymouth County,23,256531,Barack Obama,131845,0,7731,Mitt Romney,121086,-1,Massachusetts,25,7,Barack Obama,democrat,0,2012,201225023
Suffolk County,25,289098,Barack Obama,223896,0,73605,Mitt Romney,59999,-1,Massachusetts,25,6.1,Barack Obama,democrat,0,2012,201225025
Worcester County,27,369112,Barack Obama,198244,0,38188,Mitt Romney,163390,-1,Massachusetts,25,7.2,Barack Obama,democrat,0,2012,201225027
Alcona County,1,6104,Barack Obama,2472,1,68,Mitt Romney,3571,-1,Michigan,26,12.7,Mitt Romney,republican,1,2012,201226001
Alger County,3,4618,Barack Obama,2212,1,58,Mitt Romney,2330,-1,Michigan,26,11.9,Mitt Romney,republican,1,2012,201226003
Allegan County,5,52619,Barack Obama,20806,1,3597,Mitt Romney,31123,-1,Michigan,26,7.4,Mitt Romney,republican,1,2012,201226005
Alpena County,7,14014,Barack Obama,6549,1,142,Mitt Romney,7298,-1,Michigan,26,9.7,Mitt Romney,republican,1,2012,201226007
Antrim County,9,13195,Barack Obama,5107,1,213,Mitt Romney,7917,-1,Michigan,26,11.5,Mitt Romney,republican,1,2012,201226009
Arenac County,11,7841,Barack Obama,3669,1,102,Mitt Romney,4057,-1,Michigan,26,12.8,Mitt Romney,republican,1,2012,201226011
Baraga County,13,3490,Barack Obama,1574,1,39,Mitt Romney,1866,-1,Michigan,26,14.1,Mitt Romney,republican,1,2012,201226013
Barry County,15,28512,Barack Obama,11491,1,653,Mitt Romney,16655,-1,Michigan,26,6.8,Mitt Romney,republican,1,2012,201226015
Bay County,17,53381,Barack Obama,27877,1,2577,Mitt Romney,24911,-1,Michigan,26,8.7,Barack Obama,democrat,0,2012,201226017
Benzie County,19,9901,Barack Obama,4685,1,150,Mitt Romney,5075,-1,Michigan,26,10.5,Mitt Romney,republican,1,2012,201226019
Berrien County,21,72497,Barack Obama,33465,1,3416,Mitt Romney,38209,-1,Michigan,26,9,Mitt Romney,republican,1,2012,201226021
Branch County,23,17147,Barack Obama,6913,1,833,Mitt Romney,10035,-1,Michigan,26,8.9,Mitt Romney,republican,1,2012,201226023
Calhoun County,25,58327,Barack Obama,29267,1,3050,Mitt Romney,28333,-1,Michigan,26,8.4,Barack Obama,democrat,0,2012,201226025
Cass County,27,22490,Barack Obama,9591,1,743,Mitt Romney,12659,-1,Michigan,26,8.4,Mitt Romney,republican,1,2012,201226027
Charlevoix County,29,14090,Barack Obama,5939,1,185,Mitt Romney,8000,-1,Michigan,26,10.8,Mitt Romney,republican,1,2012,201226029
Cheboygan County,31,13311,Barack Obama,5831,1,98,Mitt Romney,7286,-1,Michigan,26,11.8,Mitt Romney,republican,1,2012,201226031
Chippewa County,33,15564,Barack Obama,7100,1,255,Mitt Romney,8278,-1,Michigan,26,10,Mitt Romney,republican,1,2012,201226033
Clare County,35,13504,Barack Obama,6338,1,241,Mitt Romney,6988,-1,Michigan,26,11.8,Mitt Romney,republican,1,2012,201226035
Clinton County,37,39235,Barack Obama,18191,1,1427,Mitt Romney,20650,-1,Michigan,26,6.1,Mitt Romney,republican,1,2012,201226037
Crawford County,39,6814,Barack Obama,2994,1,95,Mitt Romney,3744,-1,Michigan,26,11.8,Mitt Romney,republican,1,2012,201226039
Delta County,41,18050,Barack Obama,8330,1,160,Mitt Romney,9534,-1,Michigan,26,9.9,Mitt Romney,republican,1,2012,201226041
Dickinson County,43,12810,Barack Obama,4952,1,145,Mitt Romney,7688,-1,Michigan,26,8.4,Mitt Romney,republican,1,2012,201226043
Eaton County,45,54788,Barack Obama,27913,1,2588,Mitt Romney,26197,-1,Michigan,26,6.9,Barack Obama,democrat,0,2012,201226045
Emmet County,47,17709,Barack Obama,7225,1,215,Mitt Romney,10253,-1,Michigan,26,11.9,Mitt Romney,republican,1,2012,201226047
Genesee County,49,202933,Barack Obama,128978,1,6491,Mitt Romney,71808,-1,Michigan,26,10,Barack Obama,democrat,0,2012,201226049
Gladwin County,51,12583,Barack Obama,5760,1,163,Mitt Romney,6661,-1,Michigan,26,11.8,Mitt Romney,republican,1,2012,201226051
Gogebic County,53,7576,Barack Obama,4058,1,58,Mitt Romney,3444,-1,Michigan,26,11.1,Barack Obama,democrat,0,2012,201226053
Grand Traverse County,55,47999,Barack Obama,20875,1,898,Mitt Romney,26534,-1,Michigan,26,8.3,Mitt Romney,republican,1,2012,201226055
Gratiot County,57,16035,Barack Obama,7610,1,1048,Mitt Romney,8241,-1,Michigan,26,9,Mitt Romney,republican,1,2012,201226057
Hillsdale County,59,19100,Barack Obama,7106,1,406,Mitt Romney,11727,-1,Michigan,26,9.2,Mitt Romney,republican,1,2012,201226059
Houghton County,61,15282,Barack Obama,6801,1,178,Mitt Romney,8196,-1,Michigan,26,9,Mitt Romney,republican,1,2012,201226061
Huron County,63,15484,Barack Obama,6518,1,331,Mitt Romney,8806,-1,Michigan,26,8.1,Mitt Romney,republican,1,2012,201226063
Ingham County,65,127910,Barack Obama,80847,1,10323,Mitt Romney,45306,-1,Michigan,26,7.8,Barack Obama,democrat,0,2012,201226065
Ionia County,67,25761,Barack Obama,11018,1,1147,Mitt Romney,14315,-1,Michigan,26,8.5,Mitt Romney,republican,1,2012,201226067
Iosco County,69,13344,Barack Obama,6242,1,200,Mitt Romney,6909,-1,Michigan,26,11.2,Mitt Romney,republican,1,2012,201226069
Iron County,71,5988,Barack Obama,2687,1,101,Mitt Romney,3224,-1,Michigan,26,9.5,Mitt Romney,republican,1,2012,201226071
Isabella County,73,24119,Barack Obama,13038,1,1120,Mitt Romney,10800,-1,Michigan,26,7.4,Barack Obama,democrat,0,2012,201226073
Jackson County,75,69446,Barack Obama,32301,1,2316,Mitt Romney,36298,-1,Michigan,26,8.5,Mitt Romney,republican,1,2012,201226075
Kalamazoo County,77,123178,Barack Obama,69051,1,4947,Mitt Romney,52662,-1,Michigan,26,7.2,Barack Obama,democrat,0,2012,201226077
Kalkaska County,79,8299,Barack Obama,3272,1,104,Mitt Romney,4901,-1,Michigan,26,11.3,Mitt Romney,republican,1,2012,201226079
Kent County,81,292985,Barack Obama,133408,1,28703,Mitt Romney,155925,-1,Michigan,26,6.8,Mitt Romney,republican,1,2012,201226081
