COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,MARGIN_VICTORY,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
Chesterfield County,41,170988,Barack Obama,77694,1,-0.077432334,Mitt Romney,90934,-1,Virginia,51,6.1,Mitt Romney,republican,1,2012,201251041
Clarke County,43,7762,Barack Obama,3239,1,-0.136176243,Mitt Romney,4296,-1,Virginia,51,5.2,Mitt Romney,republican,1,2012,201251043
Craig County,45,2667,Barack Obama,830,1,-0.347581552,Mitt Romney,1757,-1,Virginia,51,7,Mitt Romney,republican,1,2012,201251045
Culpeper County,47,20211,Barack Obama,8285,1,-0.163030033,Mitt Romney,11580,-1,Virginia,51,5.7,Mitt Romney,republican,1,2012,201251047
Cumberland County,49,5048,Barack Obama,2422,1,-0.022979398,Mitt Romney,2538,-1,Virginia,51,7.1,Mitt Romney,republican,1,2012,201251049
Dickenson County,51,6904,Barack Obama,2473,1,-0.260863268,Mitt Romney,4274,-1,Virginia,51,10.7,Mitt Romney,republican,1,2012,201251051
Dinwiddie County,53,13589,Barack Obama,6550,1,-0.023916403,Mitt Romney,6875,-1,Virginia,51,7.6,Mitt Romney,republican,1,2012,201251053
Essex County,57,5675,Barack Obama,3016,1,0.072951542,Mitt Romney,2602,-1,Virginia,51,7.3,Barack Obama,democrat,0,2012,201251057
Fairfax County,59,270458,Barack Obama,321924,1,0.408107728,Mitt Romney,211548,-1,Virginia,51,4.5,Barack Obama,democrat,0,2012,201251059
Fauquier County,61,35555,Barack Obama,13965,1,-0.198818732,Mitt Romney,21034,-1,Virginia,51,5.1,Mitt Romney,republican,1,2012,201251061
Floyd County,63,7644,Barack Obama,2732,1,-0.253924647,Mitt Romney,4673,-1,Virginia,51,5.7,Mitt Romney,republican,1,2012,201251063
Fluvanna County,65,12749,Barack Obama,5893,1,-0.061573457,Mitt Romney,6678,-1,Virginia,51,5.3,Mitt Romney,republican,1,2012,201251065
Franklin County,67,15533.5,Barack Obama,11923,1,-0.404995655,Mitt Romney,18214,-1,Virginia,51,6.6,Mitt Romney,republican,1,2012,201251067
Frederick County,69,36394,Barack Obama,12690,1,-0.279386712,Mitt Romney,22858,-1,Virginia,51,5.8,Mitt Romney,republican,1,2012,201251069
Giles County,71,7558,Barack Obama,2730,1,-0.25535856,Mitt Romney,4660,-1,Virginia,51,7.3,Mitt Romney,republican,1,2012,201251071
Gloucester County,73,19283,Barack Obama,6764,1,-0.278639216,Mitt Romney,12137,-1,Virginia,51,5.6,Mitt Romney,republican,1,2012,201251073
Goochland County,75,13315,Barack Obama,4676,1,-0.283289523,Mitt Romney,8448,-1,Virginia,51,5.6,Mitt Romney,republican,1,2012,201251075
Grayson County,77,7121,Barack Obama,2068,1,-0.383794411,Mitt Romney,4801,-1,Virginia,51,9.6,Mitt Romney,republican,1,2012,201251077
Greene County,79,9023,Barack Obama,3290,1,-0.252576748,Mitt Romney,5569,-1,Virginia,51,5.6,Mitt Romney,republican,1,2012,201251079
Greensville County,81,4926,Barack Obama,3135,1,0.277913114,Mitt Romney,1766,-1,Virginia,51,8.6,Barack Obama,democrat,0,2012,201251081
Halifax County,83,16692,Barack Obama,7766,1,-0.055595495,Mitt Romney,8694,-1,Virginia,51,9.5,Mitt Romney,republican,1,2012,201251083
Hanover County,85,59058,Barack Obama,18294,1,-0.366521047,Mitt Romney,39940,-1,Virginia,51,5.5,Mitt Romney,republican,1,2012,201251085
Henrico County,87,162241,Barack Obama,89594,1,0.118003464,Mitt Romney,70449,-1,Virginia,51,6,Barack Obama,democrat,0,2012,201251087
Henry County,89,24963,Barack Obama,10317,1,-0.146897408,Mitt Romney,13984,-1,Virginia,51,10.6,Mitt Romney,republican,1,2012,201251089
Highland County,91,1413,Barack Obama,459,1,-0.329087049,Mitt Romney,924,-1,Virginia,51,4.9,Mitt Romney,republican,1,2012,201251091
Isle of Wight County,93,20827,Barack Obama,8761,1,-0.146012388,Mitt Romney,11802,-1,Virginia,51,6.3,Mitt Romney,republican,1,2012,201251093
James City County,95,41240,Barack Obama,17879,1,-0.120368574,Mitt Romney,22843,-1,Virginia,51,5.7,Mitt Romney,republican,1,2012,201251095
King and Queen County,97,3655,Barack Obama,1745,1,-0.032831737,Mitt Romney,1865,-1,Virginia,51,6.6,Mitt Romney,republican,1,2012,201251097
King George County,99,11325,Barack Obama,4477,1,-0.18781457,Mitt Romney,6604,-1,Virginia,51,6.5,Mitt Romney,republican,1,2012,201251099
King William County,101,8923,Barack Obama,3344,1,-0.237812395,Mitt Romney,5466,-1,Virginia,51,6.3,Mitt Romney,republican,1,2012,201251101
Lancaster County,103,6961,Barack Obama,3149,1,-0.086769142,Mitt Romney,3753,-1,Virginia,51,8,Mitt Romney,republican,1,2012,201251103
Lee County,105,9598,Barack Obama,2583,1,-0.444259221,Mitt Romney,6847,-1,Virginia,51,8.3,Mitt Romney,republican,1,2012,201251105
Loudoun County,107,160060,Barack Obama,82479,1,0.044901912,Mitt Romney,75292,-1,Virginia,51,4.4,Barack Obama,democrat,0,2012,201251107
Louisa County,109,16452,Barack Obama,6953,1,-0.137490883,Mitt Romney,9215,-1,Virginia,51,6.2,Mitt Romney,republican,1,2012,201251109
Lunenburg County,111,5734,Barack Obama,2684,1,-0.049703523,Mitt Romney,2969,-1,Virginia,51,7.6,Mitt Romney,republican,1,2012,201251111
Madison County,113,6614,Barack Obama,2639,1,-0.185969156,Mitt Romney,3869,-1,Virginia,51,4.8,Mitt Romney,republican,1,2012,201251113
Mathews County,115,5374,Barack Obama,1807,1,-0.312802382,Mitt Romney,3488,-1,Virginia,51,5.7,Mitt Romney,republican,1,2012,201251115
Mecklenburg County,117,15077,Barack Obama,6921,1,-0.069775154,Mitt Romney,7973,-1,Virginia,51,9.4,Mitt Romney,republican,1,2012,201251117
Middlesex County,119,6080,Barack Obama,2370,1,-0.205427632,Mitt Romney,3619,-1,Virginia,51,6.1,Mitt Romney,republican,1,2012,201251119
Montgomery County,121,41009,Barack Obama,19903,1,-0.002511644,Mitt Romney,20006,-1,Virginia,51,5.9,Mitt Romney,republican,1,2012,201251121
Nelson County,125,8250,Barack Obama,4171,1,0.027151515,Mitt Romney,3947,-1,Virginia,51,5.8,Barack Obama,democrat,0,2012,201251125
New Kent County,127,10953,Barack Obama,3555,1,-0.336985301,Mitt Romney,7246,-1,Virginia,51,5.6,Mitt Romney,republican,1,2012,201251127
Northampton County,131,6491,Barack Obama,3741,1,0.164073332,Mitt Romney,2676,-1,Virginia,51,9.3,Barack Obama,democrat,0,2012,201251131
Northumberland County,133,7558,Barack Obama,3191,1,-0.148055041,Mitt Romney,4310,-1,Virginia,51,8.2,Mitt Romney,republican,1,2012,201251133
Nottoway County,135,6846,Barack Obama,3344,1,-0.009494595,Mitt Romney,3409,-1,Virginia,51,6.4,Mitt Romney,republican,1,2012,201251135
Orange County,137,16354,Barack Obama,6870,1,-0.145163263,Mitt Romney,9244,-1,Virginia,51,6.7,Mitt Romney,republican,1,2012,201251137
Page County,139,10228,Barack Obama,3724,1,-0.256159562,Mitt Romney,6344,-1,Virginia,51,10.2,Mitt Romney,republican,1,2012,201251139
Patrick County,141,8259,Barack Obama,2417,1,-0.388061509,Mitt Romney,5622,-1,Virginia,51,9.1,Mitt Romney,republican,1,2012,201251141
Pittsylvania County,143,30681,Barack Obama,10858,1,-0.273948046,Mitt Romney,19263,-1,Virginia,51,7.8,Mitt Romney,republican,1,2012,201251143
Powhatan County,145,15525,Barack Obama,4088,1,-0.458099839,Mitt Romney,11200,-1,Virginia,51,5.6,Mitt Romney,republican,1,2012,201251145
Prince Edward County,147,9239,Barack Obama,5132,1,0.12771945,Mitt Romney,3952,-1,Virginia,51,8.5,Barack Obama,democrat,0,2012,201251147
Prince George County,149,16046,Barack Obama,6991,1,-0.117661723,Mitt Romney,8879,-1,Virginia,51,7.4,Mitt Romney,republican,1,2012,201251149
Prince William County,153,180195,Barack Obama,103331,1,0.160231971,Mitt Romney,74458,-1,Virginia,51,5.3,Barack Obama,democrat,0,2012,201251153
Pulaski County,155,14680,Barack Obama,5292,1,-0.247138965,Mitt Romney,8920,-1,Virginia,51,7.4,Mitt Romney,republican,1,2012,201251155
Rappahannock County,157,4357,Barack Obama,1980,1,-0.075969704,Mitt Romney,2311,-1,Virginia,51,5.4,Mitt Romney,republican,1,2012,201251157
Richmond County,159,50669.5,Barack Obama,77495,1,1.091090301,Mitt Romney,22210,-1,Virginia,51,6.4,Barack Obama,democrat,0,2012,201251159
Roanoke County,161,45686,Barack Obama,42845,1,-0.082519809,Mitt Romney,46615,-1,Virginia,51,5.2,Mitt Romney,republican,1,2012,201251161
Rockbridge County,163,10177,Barack Obama,4088,1,-0.177852019,Mitt Romney,5898,-1,Virginia,51,6.1,Mitt Romney,republican,1,2012,201251163
Rockingham County,165,34866,Barack Obama,10065,1,-0.405007744,Mitt Romney,24186,-1,Virginia,51,5.7,Mitt Romney,republican,1,2012,201251165
Russell County,167,12088,Barack Obama,3718,1,-0.369126406,Mitt Romney,8180,-1,Virginia,51,8.7,Mitt Romney,republican,1,2012,201251167
Scott County,169,9992,Barack Obama,2395,1,-0.504803843,Mitt Romney,7439,-1,Virginia,51,7.5,Mitt Romney,republican,1,2012,201251169
Shenandoah County,171,19373,Barack Obama,6469,1,-0.313271047,Mitt Romney,12538,-1,Virginia,51,6.4,Mitt Romney,republican,1,2012,201251171
Smyth County,173,12777,Barack Obama,4171,1,-0.329341786,Mitt Romney,8379,-1,Virginia,51,9.6,Mitt Romney,republican,1,2012,201251173
Southampton County,175,9264,Barack Obama,4437,1,-0.031951641,Mitt Romney,4733,-1,Virginia,51,6.3,Mitt Romney,republican,1,2012,201251175
Spotsylvania County,177,57974,Barack Obama,25165,1,-0.115206817,Mitt Romney,31844,-1,Virginia,51,6.1,Mitt Romney,republican,1,2012,201251177
Stafford County,179,60583,Barack Obama,27182,1,-0.087450275,Mitt Romney,32480,-1,Virginia,51,5.8,Mitt Romney,republican,1,2012,201251179
Surry County,181,4308,Barack Obama,2576,1,0.21007428,Mitt Romney,1671,-1,Virginia,51,7.8,Barack Obama,democrat,0,2012,201251181
Sussex County,183,5440,Barack Obama,3358,1,0.245772059,Mitt Romney,2021,-1,Virginia,51,9.7,Barack Obama,democrat,0,2012,201251183
Tazewell County,185,17732,Barack Obama,3661,1,-0.574216106,Mitt Romney,13843,-1,Virginia,51,8.3,Mitt Romney,republican,1,2012,201251185
Warren County,187,16698,Barack Obama,6452,1,-0.204635286,Mitt Romney,9869,-1,Virginia,51,6.7,Mitt Romney,republican,1,2012,201251187
Washington County,191,25632,Barack Obama,7076,1,-0.431686954,Mitt Romney,18141,-1,Virginia,51,6.7,Mitt Romney,republican,1,2012,201251191
Westmoreland County,193,8120,Barack Obama,4295,1,0.069458128,Mitt Romney,3731,-1,Virginia,51,7.3,Barack Obama,democrat,0,2012,201251193
Wise County,195,15018,Barack Obama,3760,1,-0.487148755,Mitt Romney,11076,-1,Virginia,51,8.9,Mitt Romney,republican,1,2012,201251195
Wythe County,197,12358,Barack Obama,3783,1,-0.367454281,Mitt Romney,8324,-1,Virginia,51,7.7,Mitt Romney,republican,1,2012,201251197
York County,199,33953,Barack Obama,13183,1,-0.206785851,Mitt Romney,20204,-1,Virginia,51,5.8,Mitt Romney,republican,1,2012,201251199
Alexandria city,510,73411,Barack Obama,52199,1,0.43522088,Mitt Romney,20249,-1,Virginia,51,4.1,Barack Obama,democrat,0,2012,201251510
Bristol city,520,7387,Barack Obama,2492,1,-0.309733315,Mitt Romney,4780,-1,Virginia,51,7.3,Mitt Romney,republican,1,2012,201251520
Buena Vista city,530,2526,Barack Obama,919,1,-0.255344418,Mitt Romney,1564,-1,Virginia,51,7.9,Mitt Romney,republican,1,2012,201251530
Charlottesville city,540,21797,Barack Obama,16510,1,0.535211268,Mitt Romney,4844,-1,Virginia,51,5.1,Barack Obama,democrat,0,2012,201251540
Chesapeake city,550,110425,Barack Obama,55052,1,0.01043242,Mitt Romney,53900,-1,Virginia,51,6.4,Barack Obama,democrat,0,2012,201251550
Colonial Heights city,570,8624,Barack Obama,2544,1,-0.393900742,Mitt Romney,5941,-1,Virginia,51,7,Mitt Romney,republican,1,2012,201251570
Covington city,580,2330,Barack Obama,1319,1,0.147639485,Mitt Romney,975,-1,Virginia,51,9,Barack Obama,democrat,0,2012,201251580
Danville city,590,20204,Barack Obama,12218,1,0.220500891,Mitt Romney,7763,-1,Virginia,51,10.3,Barack Obama,democrat,0,2012,201251590
Emporia city,595,2696,Barack Obama,1793,1,0.336424332,Mitt Romney,886,-1,Virginia,51,10.6,Barack Obama,democrat,0,2012,201251595
Fairfax city,600,270458,Barack Obama,321924,1,0.408107728,Mitt Romney,211548,-1,Virginia,51,4.3,Barack Obama,democrat,0,2012,201251600
Falls Church city,610,7276,Barack Obama,5015,1,0.394172622,Mitt Romney,2147,-1,Virginia,51,4,Barack Obama,democrat,0,2012,201251610
Franklin city,620,15533.5,Barack Obama,11923,1,-0.404995655,Mitt Romney,18214,-1,Virginia,51,10,Mitt Romney,republican,1,2012,201251620
Fredericksburg city,630,11437,Barack Obama,7131,1,0.268514471,Mitt Romney,4060,-1,Virginia,51,7.1,Barack Obama,democrat,0,2012,201251630
Galax city,640,2277,Barack Obama,900,1,-0.18972332,Mitt Romney,1332,-1,Virginia,51,8.9,Mitt Romney,republican,1,2012,201251640
Hampton city,650,66490,Barack Obama,46966,1,0.42601895,Mitt Romney,18640,-1,Virginia,51,8.2,Barack Obama,democrat,0,2012,201251650
Harrisonburg city,660,15593,Barack Obama,8654,1,0.133970371,Mitt Romney,6565,-1,Virginia,51,7.4,Barack Obama,democrat,0,2012,201251660
Hopewell city,670,9031,Barack Obama,5179,1,0.159450781,Mitt Romney,3739,-1,Virginia,51,10.1,Barack Obama,democrat,0,2012,201251670
Lexington city,678,2687,Barack Obama,1486,1,0.126535169,Mitt Romney,1146,-1,Virginia,51,8.8,Barack Obama,democrat,0,2012,201251678
Lynchburg city,680,36448,Barack Obama,15948,1,-0.105849429,Mitt Romney,19806,-1,Virginia,51,7.5,Mitt Romney,republican,1,2012,201251680
Manassas city,683,15200,Barack Obama,8478,1,0.132565789,Mitt Romney,6463,-1,Virginia,51,5.6,Barack Obama,democrat,0,2012,201251683
Manassas Park city,685,4656,Barack Obama,2879,1,0.253436426,Mitt Romney,1699,-1,Virginia,51,5.3,Barack Obama,democrat,0,2012,201251685
Martinsville city,690,6284,Barack Obama,3855,1,0.245544239,Mitt Romney,2312,-1,Virginia,51,12.8,Barack Obama,democrat,0,2012,201251690
Newport News city,700,79444,Barack Obama,51100,1,0.300463219,Mitt Romney,27230,-1,Virginia,51,7.5,Barack Obama,democrat,0,2012,201251700
Norfolk city,710,87043,Barack Obama,62687,1,0.45425824,Mitt Romney,23147,-1,Virginia,51,7.6,Barack Obama,democrat,0,2012,201251710
Norton city,720,1492,Barack Obama,566,1,-0.220509383,Mitt Romney,895,-1,Virginia,51,7.7,Mitt Romney,republican,1,2012,201251720
Petersburg city,730,15908,Barack Obama,14283,1,0.801860699,Mitt Romney,1527,-1,Virginia,51,12,Barack Obama,democrat,0,2012,201251730
Poquoson city,735,7106,Barack Obama,1679,1,-0.511258092,Mitt Romney,5312,-1,Virginia,51,5.4,Mitt Romney,republican,1,2012,201251735
Portsmouth city,740,45922,Barack Obama,32501,1,0.427747049,Mitt Romney,12858,-1,Virginia,51,8.8,Barack Obama,democrat,0,2012,201251740
Radford city,750,5399,Barack Obama,2732,1,0.039266531,Mitt Romney,2520,-1,Virginia,51,7.9,Barack Obama,democrat,0,2012,201251750
Richmond city,760,50669.5,Barack Obama,77495,1,1.091090301,Mitt Romney,22210,-1,Virginia,51,7.5,Barack Obama,democrat,0,2012,201251760
Roanoke city,770,45686,Barack Obama,42845,1,-0.082519809,Mitt Romney,46615,-1,Virginia,51,7.2,Mitt Romney,republican,1,2012,201251770
Salem city,775,12318,Barack Obama,4760,1,-0.206121124,Mitt Romney,7299,-1,Virginia,51,5.9,Mitt Romney,republican,1,2012,201251775
Staunton city,790,11210,Barack Obama,5728,1,0.040677966,Mitt Romney,5272,-1,Virginia,51,6.4,Barack Obama,democrat,0,2012,201251790
Suffolk city,800,42566,Barack Obama,24267,1,0.151458911,Mitt Romney,17820,-1,Virginia,51,7,Barack Obama,democrat,0,2012,201251800
Virginia Beach city,810,196641,Barack Obama,94299,1,-0.025386364,Mitt Romney,99291,-1,Virginia,51,5.7,Mitt Romney,republican,1,2012,201251810
Waynesboro city,820,8791,Barack Obama,3840,1,-0.108065067,Mitt Romney,4790,-1,Virginia,51,7,Mitt Romney,republican,1,2012,201251820
Williamsburg city,830,7748,Barack Obama,4903,1,0.286654621,Mitt Romney,2682,-1,Virginia,51,8.3,Barack Obama,democrat,0,2012,201251830
Winchester city,840,10296,Barack Obama,5094,1,0.014374514,Mitt Romney,4946,-1,Virginia,51,6.7,Barack Obama,democrat,0,2012,201251840
Adams County,1,4793,Barack Obama,1540,0,-0.34028792,Mitt Romney,3171,0,Washington,53,9.1,Mitt Romney,republican,1,2012,201253001
Asotin County,3,9901,Barack Obama,4003,0,-0.166750833,Mitt Romney,5654,0,Washington,53,7.8,Mitt Romney,republican,1,2012,201253003
Benton County,5,79559,Barack Obama,28145,0,-0.267926947,Mitt Romney,49461,0,Washington,53,9.3,Mitt Romney,republican,1,2012,201253005
Chelan County,7,32250,Barack Obama,13112,0,-0.164031008,Mitt Romney,18402,0,Washington,53,8,Mitt Romney,republican,1,2012,201253007
Clallam County,9,38066,Barack Obama,18580,0,0.003756633,Mitt Romney,18437,0,Washington,53,10.5,Barack Obama,democrat,0,2012,201253009
Clark County,11,190805,Barack Obama,93382,0,0.002258851,Mitt Romney,92951,0,Washington,53,9.4,Barack Obama,democrat,0,2012,201253011
Columbia County,13,2259,Barack Obama,645,0,-0.408587871,Mitt Romney,1568,0,Washington,53,8.3,Mitt Romney,republican,1,2012,201253013
Cowlitz County,15,44620,Barack Obama,22726,0,0.04437472,Mitt Romney,20746,0,Washington,53,10.7,Barack Obama,democrat,0,2012,201253015
Douglas County,17,14942,Barack Obama,5166,0,-0.28503547,Mitt Romney,9425,0,Washington,53,9.1,Mitt Romney,republican,1,2012,201253017
Ferry County,19,3440,Barack Obama,1294,0,-0.20377907,Mitt Romney,1995,0,Washington,53,15.7,Mitt Romney,republican,1,2012,201253019
Franklin County,21,22643,Barack Obama,8398,0,-0.236276112,Mitt Romney,13748,0,Washington,53,9.7,Mitt Romney,republican,1,2012,201253021
Garfield County,23,1278,Barack Obama,336,0,-0.451486698,Mitt Romney,913,0,Washington,53,7.6,Mitt Romney,republican,1,2012,201253023
Grant County,25,27558,Barack Obama,8950,0,-0.323027796,Mitt Romney,17852,0,Washington,53,9.5,Mitt Romney,republican,1,2012,201253025
Grays Harbor County,27,28684,Barack Obama,15960,0,0.141054246,Mitt Romney,11914,0,Washington,53,13,Barack Obama,democrat,0,2012,201253027
Island County,29,42099,Barack Obama,21478,0,0.044490368,Mitt Romney,19605,0,Washington,53,8.1,Barack Obama,democrat,0,2012,201253029
Jefferson County,31,19829,Barack Obama,12739,0,0.319431136,Mitt Romney,6405,0,Washington,53,10,Barack Obama,democrat,0,2012,201253031
King County,33,967154,Barack Obama,668004,0,0.405627232,Mitt Romney,275700,0,Washington,53,6.3,Barack Obama,democrat,0,2012,201253033
Kitsap County,35,123367,Barack Obama,67277,0,0.116976177,Mitt Romney,52846,0,Washington,53,7.9,Barack Obama,democrat,0,2012,201253035
Kittitas County,37,18171,Barack Obama,7949,0,-0.100875021,Mitt Romney,9782,0,Washington,53,8.8,Mitt Romney,republican,1,2012,201253037
Klickitat County,39,10274,Barack Obama,4598,0,-0.069885147,Mitt Romney,5316,0,Washington,53,10.2,Mitt Romney,republican,1,2012,201253039
Lewis County,41,34044,Barack Obama,12664,0,-0.228762778,Mitt Romney,20452,0,Washington,53,12,Mitt Romney,republican,1,2012,201253041
Lincoln County,43,5872,Barack Obama,1673,0,-0.407016349,Mitt Romney,4063,0,Washington,53,7.3,Mitt Romney,republican,1,2012,201253043
Mason County,45,28235,Barack Obama,14764,0,0.070940322,Mitt Romney,12761,0,Washington,53,10.9,Barack Obama,democrat,0,2012,201253045
Okanogan County,47,16846,Barack Obama,7108,0,-0.125430369,Mitt Romney,9221,0,Washington,53,9.5,Mitt Romney,republican,1,2012,201253047
Pacific County,49,10524,Barack Obama,5711,0,0.115165336,Mitt Romney,4499,0,Washington,53,12,Barack Obama,democrat,0,2012,201253049
Pend Oreille County,51,6668,Barack Obama,2508,0,-0.216556689,Mitt Romney,3952,0,Washington,53,12.8,Mitt Romney,republican,1,2012,201253051
Pierce County,53,342910,Barack Obama,186430,0,0.110708349,Mitt Romney,148467,0,Washington,53,9.3,Barack Obama,democrat,0,2012,201253053
San Juan County,55,10594,Barack Obama,7125,0,0.378893713,Mitt Romney,3111,0,Washington,53,6.4,Barack Obama,democrat,0,2012,201253055
Skagit County,57,55269,Barack Obama,28688,0,0.065443558,Mitt Romney,25071,0,Washington,53,9.7,Barack Obama,democrat,0,2012,201253057
Skamania County,59,5466,Barack Obama,2628,0,-0.010793999,Mitt Romney,2687,0,Washington,53,10.6,Mitt Romney,republican,1,2012,201253059
Snohomish County,61,329817,Barack Obama,188516,0,0.168275134,Mitt Romney,133016,0,Washington,53,7.5,Barack Obama,democrat,0,2012,201253061
Spokane County,63,223830,Barack Obama,102295,0,-0.058035116,Mitt Romney,115285,0,Washington,53,9.1,Mitt Romney,republican,1,2012,201253063
Stevens County,65,22161,Barack Obama,7762,0,-0.267542078,Mitt Romney,13691,0,Washington,53,11.8,Mitt Romney,republican,1,2012,201253065
Thurston County,67,127063,Barack Obama,74037,0,0.194785264,Mitt Romney,49287,0,Washington,53,8.4,Barack Obama,democrat,0,2012,201253067
Wahkiakum County,69,2294,Barack Obama,1094,0,-0.010897995,Mitt Romney,1119,0,Washington,53,12.7,Mitt Romney,republican,1,2012,201253069
Walla Walla County,71,25108,Barack Obama,9768,0,-0.194360363,Mitt Romney,14648,0,Washington,53,7.5,Mitt Romney,republican,1,2012,201253071
Whatcom County,73,103029,Barack Obama,57089,0,0.139630589,Mitt Romney,42703,0,Washington,53,8.1,Barack Obama,democrat,0,2012,201253073
Whitman County,75,17121,Barack Obama,8037,0,-0.027451668,Mitt Romney,8507,0,Washington,53,6.6,Mitt Romney,republican,1,2012,201253075
Yakima County,77,76973,Barack Obama,33217,0,-0.117209931,Mitt Romney,42239,0,Washington,53,10.6,Mitt Romney,republican,1,2012,201253077
Barbour County,1,5761,Barack Obama,1768,1,-0.356882486,Mitt Romney,3824,0,West Virginia,54,8.3,Mitt Romney,republican,1,2012,201254001
Berkeley County,3,37172,Barack Obama,14275,1,-0.212014419,Mitt Romney,22156,0,West Virginia,54,6.7,Mitt Romney,republican,1,2012,201254003
